No.,Nomor,Tanggal,Jenis Barang,Jml Barang,Satuan,Jns Pengguna,Nama Pengguna,Jns Identitas,No Identitas,Alamat
647,000290,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","22,32",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
648,000289,11 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","1.170,00",liter,Pengusaha TPE,ROBI,KTP,000000000000000,PALANGKARAYA
649,000288,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","334,80",liter,Pengusaha TPE,USAHA PERDANA,KTP,null,JL.SETH ADJI
650,000288,11 Jan 2020,"Zirca ( Melon ) @700 ml, kadar 19.7%","4,20",liter,Pengusaha TPE,USAHA PERDANA,KTP,null,JL.SETH ADJI
651,000287,11 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
652,000287,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","111,60",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
653,000286,11 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
654,000282,10 Jan 2020,"Newport @650 ml, kadar 20%","101,40",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
655,000282,10 Jan 2020,"ANGGUR BUAH BARBARA MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
656,000282,10 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
657,000282,10 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","120,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
658,000282,10 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","30,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
659,000280,10 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,"TK,SEPTIANI MIRI",KTP,6210044802730001,JL.MAHIR MAHAR KM.8
660,000280,10 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,"TK,SEPTIANI MIRI",KTP,6210044802730001,JL.MAHIR MAHAR KM.8
661,000278,10 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","300,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
662,000278,10 Jan 2020,"Anggur Ketan Hitam @600 ml, kadar 12%","7,20",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
663,000274,10 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,HAITUAH,KTP,000000000000000,PALANGKA RAYA
664,000273,10 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","59,52",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
665,000273,10 Jan 2020,"Newport Blue @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
666,000273,10 Jan 2020,"Iceland Citrus @700 ml, kadar 40%","8,40",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
667,000273,10 Jan 2020,"Iceland Vodka Orange @700 ml, kadar 40%","8,40",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
668,000272,10 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","15,60",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
669,000272,10 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","36,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
670,000272,10 Jan 2020,"Guinness @620 ml, kadar 5%","7,44",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
671,000271,10 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","780,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
672,000271,10 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
673,000269,09 Jan 2020,"SINGARAJA @620 ml, kadar 4.8%","7,44",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
674,000269,09 Jan 2020,"ICELAND @700 ml, kadar 43%","8,40",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
675,000269,09 Jan 2020,"Guinness @620 ml, kadar 5%","22,32",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
676,000269,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
677,000269,09 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","23,40",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
678,000267,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
679,000267,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
680,000266,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
681,000262,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","156,00",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
682,000262,09 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
683,000262,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","148,80",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
684,000260,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","390,00",liter,Pengusaha TPE,SEDERHANA TOKO,KTP,000000000000000,JL.SANGGA BUANA
685,000260,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","297,60",liter,Pengusaha TPE,SEDERHANA TOKO,KTP,000000000000000,JL.SANGGA BUANA
686,000260,09 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","390,00",liter,Pengusaha TPE,SEDERHANA TOKO,KTP,000000000000000,JL.SANGGA BUANA
687,000259,09 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","24,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
688,000259,09 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","24,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
689,000259,09 Jan 2020,"Newport @650 ml, kadar 20%","15,60",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
690,000259,09 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,USAHA JARI,KTP,000000000000000,PALANGKA RAYA
691,000250,09 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
692,000250,09 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
693,000250,09 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
694,000250,09 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
695,000250,09 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
696,000241,09 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","13,20",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
697,000241,09 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","26,40",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
698,000241,09 Jan 2020,"DRUM @350 ml, kadar 43%","37,80",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
699,000241,09 Jan 2020,"Asoka @250 ml, kadar 14.7%","360,00",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
700,000241,09 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","26,40",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
701,000241,09 Jan 2020,"Prost @620 ml, kadar 4.8%","44,64",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
702,000241,09 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","66,00",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
703,000241,09 Jan 2020,"BLACK JACK @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
704,000240,09 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
705,000240,09 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
706,000240,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","111,60",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
707,000240,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
708,000239,09 Jan 2020,"Newport Blue @650 ml, kadar 20%","93,60",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
709,000239,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
710,000239,09 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
711,000239,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","297,60",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
712,000239,09 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","300,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
713,000238,09 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
714,000238,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
715,000238,09 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
716,000237,09 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
717,000229,08 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","56,10",liter,Pengusaha TPE,HAITUAH,KTP,000000000000000,PALANGKA RAYA
718,000226,08 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
719,000226,08 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","312,00",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
720,000226,08 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","312,00",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
721,000226,08 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","36,00",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
722,000226,08 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","67,20",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
723,000226,08 Jan 2020,"Guinness @620 ml, kadar 5%","29,76",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
724,000226,08 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","48,00",liter,Pengusaha TPE,UD. AYU LESTARI,KTP,6203112708760001,JL. DAMANG ETHEL RABU PUJON - KAPUAS TENGAH
725,000225,08 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","66,00",liter,Pengusaha TPE,HAITUAH,KTP,000000000000000,PALANGKA RAYA
726,000224,08 Jan 2020,"SMIRNOFF ICE GREEN APPLE BITE @275 ml, kadar 4.5%","4,40",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
727,000224,08 Jan 2020,"SMIRNOFF ICE RED @275 ml, kadar 4.5%","19,80",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
728,000224,08 Jan 2020,"SMIRNOFF ICE GREEN APPLE BITE @275 ml, kadar 4.5%","13,20",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
729,000224,08 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","230,40",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
730,000224,08 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","1.200,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
731,000224,08 Jan 2020,"SMIRNOFF ICE RASPBERRY @275 ml, kadar 4.5%","26,40",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
732,000224,08 Jan 2020,"Guinness @620 ml, kadar 5%","379,44",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
733,000224,08 Jan 2020,"SMIRNOFF ICE RED @275 ml, kadar 4.5%","4,68",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
734,000223,08 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","133,92",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
735,000223,08 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
736,000222,08 Jan 2020,"Guinness @620 ml, kadar 5%","37,20",liter,Pengusaha TPE,TRIANA KARAOKE,KTP,000000000000000,PALANGKA RAYA
737,000221,08 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.116,00",liter,Perorangan,ROSINA,KTP,000000000000000,PALANGKARAYA
738,000220,08 Jan 2020,"Guinness @620 ml, kadar 5%","111,60",liter,Pengusaha TPE,STUDIO KARAOKE,KTP,000000000000000,PALANGKA RAYA
739,000209,08 Jan 2020,"MISTER GOL. B AROMA LECI @700 ml, kadar 19.7%","4,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
740,000209,08 Jan 2020,"MISTER GOL. B AROMA LEMON BLUE CURACAO @700 ml, kadar 19.7%","2,10",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
741,000208,08 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
742,000208,08 Jan 2020,"Asoka @250 ml, kadar 14.7%","6,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
743,000208,08 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
744,000208,08 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
745,000207,08 Jan 2020,"Anggur Ketan Hitam @600 ml, kadar 12%","7,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
746,000200,07 Jan 2020,"Prost @500 ml, kadar 4.8%","300,00",liter,Pengusaha TPE,BERKAT UTAMA,KTP,000000000000000,PALANGKARAYA
747,000199,07 Jan 2020,"Prost @620 ml, kadar 4.8%","558,00",liter,Pengusaha TPE,BERKAT UTAMA,KTP,000000000000000,PALANGKARAYA
748,000198,07 Jan 2020,"Prost @620 ml, kadar 4.8%","744,00",liter,Pengusaha TPE,HAITUAH,KTP,000000000000000,PALANGKA RAYA
749,000197,07 Jan 2020,"SINGARAJA @620 ml, kadar 4.8%","744,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
750,000196,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.116,00",liter,Pengusaha TPE,TREND MART,KTP,000000000000000,JL. BUKIT KEMINTING PALANGKARAYA
751,000195,07 Jan 2020,"Guinness @620 ml, kadar 5%","156,24",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
752,000194,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
753,000194,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
754,000193,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
755,000193,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
756,000188,07 Jan 2020,"ANGGUR BUAH BARBARA MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
757,000187,07 Jan 2020,"BERAS KENCUR MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
758,000186,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
759,000186,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
760,000186,07 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
761,000186,07 Jan 2020,"SINGARAJA @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
762,000186,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","186,00",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
763,000185,07 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","12,00",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
764,000185,07 Jan 2020,"Guinness @620 ml, kadar 5%","22,32",liter,Pengusaha TPE,TARUNA,KTP,000000000000000,PALANGKA RAYA
765,000184,07 Jan 2020,"SINGARAJA @620 ml, kadar 4.8%","74,40",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
766,000184,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
767,000184,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","468,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
768,000184,07 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
769,000184,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","585,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
770,000184,07 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","24,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
771,000184,07 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
772,000184,07 Jan 2020,"Prost @620 ml, kadar 4.8%","74,40",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
773,000184,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","25,20",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
774,000184,07 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
775,000184,07 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
776,000184,07 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
777,000184,07 Jan 2020,"Mix Max Rock A Guava @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,UD. TRIS,NPPBKC,0909421100,"JL. A. YANI NO.93, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
778,000181,07 Jan 2020,"Guinness @620 ml, kadar 5%","223,20",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
779,000180,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","42,00",liter,Pengusaha TPE,NANDO,KTP,000000000000000,PALANGKA RAYA
780,000180,07 Jan 2020,"ICELAND @250 ml, kadar 40%","15,00",liter,Pengusaha TPE,NANDO,KTP,000000000000000,PALANGKA RAYA
781,000179,07 Jan 2020,"Asoka @250 ml, kadar 14.7%","18,00",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
782,000179,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
783,000179,07 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
784,000178,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","1.170,00",liter,Pengusaha TPE,HERLINA,KTP,000000000000000,PALANGKARAYA
785,000177,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","260,40",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
786,000177,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","273,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
787,000177,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","234,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
