No.,Nomor,Tanggal,Jenis Barang,Jml Barang,Satuan,Jns Pengguna,Nama Pengguna,Jns Identitas,No Identitas,Alamat
1055,000014,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","31,20",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1056,000014,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","15,60",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1057,000014,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","29,76",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1058,000009,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1059,000009,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","117,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1060,000009,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
1061,000008,02 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","36,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1062,000008,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","111,60",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1063,000008,02 Jan 2020,"Asoka @250 ml, kadar 14.7%","60,00",liter,Pengusaha TPE,TRY JAYA,KTP,null,JL.CILIK RIWUT KM.7
1064,000006,02 Jan 2020,"Newport Blue @650 ml, kadar 20%","585,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
1065,000005,02 Jan 2020,"Prost @620 ml, kadar 4.8%","7,44",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
1066,000005,02 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","24,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
1067,000005,02 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
1068,000005,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","1,30",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
1069,000005,02 Jan 2020,"Guinness @620 ml, kadar 5%","14,88",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
1070,000002,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","54,60",liter,Pengusaha TPE,BABAHAN JAYA,KTP,000000000000000,PALANGKARAYA
1071,000002,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","96,72",liter,Pengusaha TPE,BABAHAN JAYA,KTP,000000000000000,PALANGKARAYA
1072,000002,02 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,BABAHAN JAYA,KTP,000000000000000,PALANGKARAYA
1073,000001,02 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","702,00",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
1074,000001,02 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","234,00",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
1075,000001,02 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
1076,000001,02 Jan 2020,"Zirca (Blue Curacao) @700 ml, kadar 19.7%","8,40",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
